3Alpha_Code,Taxonomic_Code,Name_en,Scientific_Name
MZF,1310300203,Zugmayer's pearleye,Benthalbella infans
BNT,13103002XX,Pearleyes nei,Benthalbella spp
RYL,1310300401,,Rosenblattichthys alatus
SID,1310300501,,Scopelarchoides danae
OUA,1310300601,,Scopelarchus analis
PEY,13103XXXXX,"Pearleyes, etc. nei",Scopelarchidae
REI,1310400101,,Coccorella atlantica
EVO,1310400201,Balbo sabretooth,Evermannella balbo
ODM,1310400301,,Odontostomops normalops
OMW,1310600701,Omosudid,Omosudis lowei
ALX,1310702201,Long snouted lancetfish,Alepisaurus ferox
ALO,1310702202,Short snouted lancetfish,Alepisaurus brevirostris
ALI,13107022XX,Lancetfishes nei,Alepisaurus spp
ANP,1311002001,Daggertooth,Anotopterus pharao
AVT,1311002002,Southern ocean daggertooth,Anotopterus vorax
DLF,1311100101,,Dolichosudis fuliginosa
LDA,1311100201,,Lestidiops affinis
MZC,1311100202,,Lestidiops cadenati
MZD,1311100203,,Lestidiops sphyrenoides
LDL,1311100301,Atlantic barracudina,Lestidium atlanticum
LDI,1311100401,,Lestrolepis intermedia
MCF,1311100501,,Macroparalepis affinis
SIY,1311100601,,Sudis hyalina
MNL,1311100701,Duckbill barracudina,Magnisudis atlantica
MAP,1311100702,Southern barracudina,Magnisudis prionosa
NTO,1311100801,Antarctic jonasfish,Notolepis coatsi
NRD,1311100802,Spotted barracudina,Notolepis rissoi
NNV,1311100803,Ringed barracudina,Notolepis annulata
NOE,13111008XX,Barracudinas nei,Notolepis spp
SNG,1311100901,,Stemonosudis elegans
UNL,1311101001,,Uncisudis longirostra
PIR,1311101601,,Paralepis coregonoides
PRV,1311101603,,Paralepis brevirostris
PZB,13111XXXXX,"Barracudinas, etc. nei",Paralepididae
BSG,1311200101,,Bathysauropsis gigas
CUF,1311201001,,Chlorophthalmus acutifrons
CVW,1311201002,Shortnose greeneye,Chlorophthalmus agassizi
DDQ,1311201003,Spotted greeneye,Chlorophthalmus punctatus
GRE,13112XXXXX,Greeneyes,Chlorophthalmidae
AIY,1311300101,,Ahliesaurus berryi
LUN,1311300201,,Luciosudis normani
SLH,1311300301,,Scopelosaurus hamiltoni
UIF,1311300302,Waryfish,Scopelosaurus argenteus
UIG,1311300303,Blackfin waryfish,Scopelosaurus lepidus
VSH,13113003XX,,Scopelosaurus spp
PSV,1311400101,,Pseudotrichonotus altivelis
BCV,1311500101,,Bathymicrops brevianalis
BFL,1311500102,,Bathymicrops regis
IPZ,1311500201,Grideye fish,Ipnops agassizii
PFS,1311500301,,Parasudis fraserbrunneri
BWT,1311500401,,Bathytyphlops sewelli
BDU,1311501201,Spiderfish,Bathypterois dubius
BPG,1311501202,Abyssal spiderfish,Bathypterois longipes
BME,1311501203,Mediterranean spiderfish,Bathypterois mediterraneus
BFO,1311501204,Tripodfish,Bathypterois grallator
BFQ,1311501205,,Bathypterois quadrifilis
VDX,13115XXXXX,,Ipnopidae
BUC,1311600102,Bombay-duck,Harpadon nehereus
BHF,1311600201,Deep-sea lizardfish,Bathysaurus ferox
MZG,1311600202,Highfin lizardfish,Bathysaurus mollis
SYV,1311601001,Inotted lizardfish,Synodus evermanni
SYL,1311601002,California lizardfish,Synodus lucioceps
SDR,1311601003,Atlantic lizardfish,Synodus saurus
SYW,1311601004,Variegated lizardfish,Synodus variegatus
DYZ,1311601005,Redbarred lizardfish,Synodus synodus
DFZ,1311601006,Sand lizardfish,Synodus dermatogenys
DGC,1311601007,Triplecross lizardfish,Synodus macrops
DQM,1311601008,,Synodus jaculum
TCY,1311601011,Snakefish,Synodus myops
LIG,1311606801,Greater lizardfish,Saurida tumbil
LZL,1311606802,Brazilian lizardfish,Saurida brasiliensis
LIB,1311606804,Brushtooth lizardfish,Saurida undosquamis
IEM,1311606805,Gracile lizardfish,Saurida gracilis
IEN,1311606806,Longfin lizardfish,Saurida longimanus
IEP,1311606807,Clouded lizardfish,Saurida nebulosa
SZX,13116068XX,,Saurida spp
LIX,13116XXXXX,Lizardfishes nei,Synodontidae
NSM,1320500101,Large-scaled lantern fish,Neoscopelus macrolepidotus
SYJ,1320500201,Pacific blackchin,Scopelengys tristis
SVA,1320500301,,Solivomer arenidens
BNX,1320800101,,Bolinichthys distofax
DBE,1320800102,Spurcheek lanternfish,Bolinichthys photothorax
DBF,1320800103,Stubby lanternfish,Bolinichthys supralateralis
CBN,1320800201,,Centrobranchus andreae
DBH,1320800202,Roundnose lanternfish,Centrobranchus nigroocellatus
MCD,1320800301,Madeira lantern fish,Ceratoscopelus maderensis
NCV,1320800302,Warming’s lanternfish,Ceratoscopelus warmingii
DGA,1320800401,,Diogenichthys atlanticus
GCB,1320800601,,Gonichthys barnesi
FZZ,1320800602,Cocco’s lanternfish,Gonichthys cocco
HIA,1320800701,,Hintonia candens
HYB,1320800801,Benoit's lanternfish,Hygophum benoiti
HHV,1320800802,Bermuda lantern fish,Hygophum hygomii
IAW,1320800803,Reinhardt’s lanternfish,Hygophum reinhardtii
IBD,1320800804,Tåning’s lanternfish,Hygophum taaningi
IYU,1320801001,,Idiolychnus urolampus
MTP,1320801101,Spotted lanternfish,Myctophum punctatum
MCU,1320801102,,Myctophum nitidulum
MMY,1320801103,Wisner's lantern fish,Myctophum selenops
OWS,1320801104,Metallic lanternfish,Myctophum affine
OWR,1320801105,Prickly lanternfish,Myctophum asperum
OWQ,1320801106,Bluntsnout lanternfish,Myctophum obtusirostre
KRA,1320801201,,Krefftichthys anderssoni
LAN,1320801601,Hector's lanternfish,Lampanyctodes hectoris
LYD,1320801702,Jewel lanternfish,Lampanyctus crocodilus
LPL,1320801703,,Lampanyctus alatus
LPY,1320801704,,Lampanyctus ater
LYU,1320801705,,Lampanyctus cuprarius
LYF,1320801706,,Lampanyctus festivus
LYI,1320801707,,Lampanyctus intricarius
LYL,1320801708,,Lampanyctus lineatus
LYO,1320801709,,Lampanyctus macdonaldi
LYP,1320801710,,Lampanyctus photonotus
LYJ,1320801711,,Lampanyctus pusillus
LAC,1320801715,Lantern fish,Lampanyctus achirus
JHA,1320801716,Noble lanternfish,Lampanyctus nobilis
JHB,1320801717,Slender lanternfish,Lampanyctus tenuiformis
DPB,1320801801,,Diaphus bertelseni
DPY,1320801802,Short-headed lantern fish,Diaphus brachycephalus
DPU,1320801803,,Diaphus dumerilii
DPE,1320801804,,Diaphus effulgens
DPO,1320801805,Small lantern fish,Diaphus holti
DPL,1320801806,,Diaphus lucidus
DPP,1320801807,Spothead lantern fish,Diaphus metopoclampus
DPI,1320801808,,Diaphus mollis
DPF,1320801809,,Diaphus rafinesquii
DPJ,1320801810,Taaning's lantern fish,Diaphus termophilus
DQA,1320801811,Garman’s lanternfish,Diaphus garmani
DQB,1320801812,Flatface lanternfish,Diaphus perspicillatus
DQC,1320801813,Horned lanternfish,Diaphus splendidus
DQD,1320801814,Slopewater lanternfish,Diaphus taaningi
IHG,1320801815,,Diaphus knappi
LDS,1320802001,,Lampadena speculigera
LDC,1320802002,,Lampadena chavesi
LDU,1320802003,,Lampadena urophaos
JBA,1320802004,Anomalous lanternfish,Lampadena anomala
JBB,1320802005,Luminous lanternfish,Lampadena luminosa
LHG,1320802101,,Lepidophanes gaussi
JHC,1320802102,Günther’s lanternfish,Lepidophanes guentheri
LNF,1320802201,Dofleini's lantern fish,Lobianchia dofleini
JHD,1320802202,Gemellar’s lanternfish,Lobianchia gemellarii
SLU,1320802301,Northern lampfish,Stenobrachius leucopsarus
BHG,1320802401,Glacier lantern fish,Benthosema glaciale
BNS,1320802402,Smallfin lanternfish,Benthosema suborbitale
BHQ,1320802403,Skinnycheek lanternfish,Benthosema pterotum
LWI,1320802501,,Loweina interrupta
MTW,1320802901,,Metelectrona herwigi
ELR,1320803001,Electric lantern fish,Electrona risso
ELC,1320803002,Electron subantarctic,Electrona carlsbergi
ELN,1320803003,,Electrona antarctica
ELT,13208030XX,,Electrona spp
NOO,1320803101,,Notoscopelus bolini
OWO,1320803102,Spinetail lanternfish,Notoscopelus caudispinosus
OWN,1320803103,Patchwork lanternfish,Notoscopelus resplendens
LAX,13208031XX,Patchwork lampfishes,Notoscopelus spp
GYN,1320803201,Nichol's lanternfish,Gymnoscopelus nicholsi
GYB,1320803202,,Gymnoscopelus bolini
GYR,1320803203,,Gymnoscopelus braueri
GYF,1320803204,,Gymnoscopelus fraseri
GYO,1320803205,,Gymnoscopelus opisthopterus
GYJ,1320803206,,Gymnoscopelus hintonoides
GYY,13208032XX,,Gymnoscopelus spp
NOV,1320803301,,Notolychnus valdiviae
PXI,1320803501,,Parvilux ingens
PYV,1320803601,,Protomyctophum andriashevi
PRM,1320803602,,Protomyctophum bolini
PRY,1320803603,,Protomyctophum choriodon
PRE,1320803604,,Protomyctophum tenisoni
PVP,13208036XX,,Protomyctophum spp
SIM,1320803701,,Scopelopsis multipunctatus
SMP,1320803801,,Symbolophorus barnardi
SVW,1320803802,Large-scale lantern fish,Symbolophorus veranyi
TAY,1320803901,,Taaningichthys bathyphilus
UAC,1320803902,Waistcoat lanternfish,Taaningichthys minimus
TAE,1320804001,Blue lanternfish,Tarletonbeania crenularis
TMX,1320804101,Mexican lampfish,Triphoturus mexicanus
LXX,13208XXXXX,Lanternfishes nei,Myctophidae
PHX,1350100201,,Saccopharynx ampullaceus
SEX,1350200101,Pelican eel,Eurypharynx pelecanoides
SMG,1350300101,Paddletail onejaw,Monognathus ahlstromi
CMY,1350400101,Bobtail eel,Cyema atrum
CNY,1350400201,,Neocyema erythrosoma
AXE,1380100301,,Ammocryptocharax elegans
ACI,1380100401,,Acnodon normani
AUM,1380100501,,Aphyocharacidium melandetum
HSX,1380100701,Calypso tetra,Hyphessobrycon axelrodi
HSH,1380100702,Black neon tetra,Hyphessobrycon herbertaxelrodi
AXF,1380100901,Banded astyanax,Astyanax fasciatus
VXX,13801009XX,Astyanax nei,Astyanax spp
AXI,1380101201,,Axelrodia riesei
BOO,1380101302,,Brycon atrocaudatus
BZH,1380101305,,Brycon amazonicus
BNC,1380101307,,Brycon cephalus
BND,1380101309,,Brycon devillei
BNY,1380101310,,Brycon erythropterum
BNL,1380101312,,Brycon falcatus
BXN,1380101315,,Brycon hilarii
BNU,1380101317,,Brycon lundii
BNM,1380101319,,Brycon melanopterus
BNV,1380101320,Machaca,Brycon guatemalensis
BNN,1380101321,,Brycon nattereri
BNO,1380101324,,Brycon orbignyanus
BNP,1380101326,Mourning tetra,Brycon pesu
BVD,1380101328,,Brycon dentex
BCM,1380101330,Dorada,Brycon moorei
BZI,1380101331,Tiete tetra,Brycon insignis
BXH,13801013XX,,Brycon spp
BOK,1380101401,Cochu's blue tetra,Boehlkea fredcochui
HGR,1380101601,,Hemigrammus rodwayi
HGU,1380101602,Featherfin tetra,Hemigrammus unilineatus
HGC,1380101603,Buenos Aires tetra,Hemigrammus caudovittatus
MSU,1380101905,,Myleus pacu
MLH,1380102201,,Mylossoma acanthogaster
MLU,1380102202,,Mylossoma aureum
MLD,1380102203,,Mylossoma duriventre
SXU,1380102304,Dorado,Salminus brasiliensis
SXG,1380102305,,Salminus hilarii
BMB,1380102401,,Bryconamericus beta
PYE,1380102803,Red piranha,Pygocentrus nattereri
PYY,1380102804,San Francisco piranha,Pygocentrus piraya
SRD,1380103001,White piranha,Serrasalmus brandti
SRU,1380103005,Slender piranha,Serrasalmus elongatus
SRM,1380103010,Redeye piranha,Serrasalmus rhombeus
SSS,1380103013,Speckled piranha,Serrasalmus spilopleura
RRX,13801030XX,Piranhas nei,Serrasalmus spp
CMT,1380103201,,Cynopotamus argenteus
TYM,1380104401,Blackedge tetra,Tyttocharax madeirae
AXY,1380104501,Flametail tetra,Aphyocharax erythrurus
CSM,1380104605,Cachama,Colossoma macropomum
PYU,1380104701,Lobetoothed piranha,Pygopristis denticulata
BNA,1380105301,Orangefin tetra,Bryconops affinis
CXA,1380105401,,Carlastyanax aurocaudatus
PNN,1380105501,Wimple piranha,Catoprion mento
CEY,1380105601,,Chalceus erythrurus
CDF,1380105701,Darter characin,Characidium fasciatum
CXC,1380105801,,Charax condei
EXX,1380105901,Bucktooth tetra,Exodon paradoxus
CDU,1380106201,,Cheirodon pisciculus
CGB,1380106301,Goldstripe characin,Creagrutus beni
CMI,1380106701,Swordtail characin,Corynopoma riisei
GYT,1380107501,Black tetra,Gymnocorymbus ternetzi
CSD,1380107601,Pirapatinga,Piaractus brachypomus
CSO,1380107602,Pacu,Piaractus mesopotamicus
TXB,13801076XX001,"Patinga, hybrid",P. mesopotamicus x P. brachypomus
CBU,1380107701,Silver tetra,Ctenobrycon spilurus
CNL,1380107801,Sailfin tetra,Crenuchus spilurus
DIF,1380107901,,Diapoma speculiferum
EXG,1380108001,,Elachocharax geryi
GIU,1380108101,,Gilbertolus alatus
GXS,1380108201,,Gnathocharax steindachneri
GYE,1380108301,Naked characin,Gymnocharacinus bergii
HSM,1380108401,Copper tetra,Hasemania melanura
HBD,1380108501,,Hemibrycon dentatus
HSP,1380108601,,Holoshesthes pequira
IGS,1380109001,,Iguanodectes spilurus
INK,1380109101,Royal tetra,Inpaichthys kerri
KLR,1380109201,,Klausewitzia ritae
KNH,1380109301,,Knodus heteresthes
LPO,1380109401,,Leptocharacidium omospilus
MEB,1380109501,,Melanocharacidium blennioides
MEY,1380109601,Silver dollar,Metynnis argenteus
MIE,1380109701,,Microcharacidium eleotrioides
MII,1380109801,Croaking tetra,Mimagoniates inequalis
MKI,1380109901,,Moenkhausia intermedia
MJM,1380110001,,Moojenichthys myersi
NET,1380110101,Rainbow tetra,Nematobrycon lacortei
ODA,1380110201,,Odontocharacidium aphanes
ODG,1380110301,,Odontostilbe gracilis
OLH,1380110401,,Oligosarcus hepsetus
PDX,1380110501,Cardinal tetra,Paracheirodon axelrodi
PDI,1380110502,Neon tetra,Paracheirodon innesi
PGU,1380110601,,Paragoniates alburnus
PEG,1380110701,False rummynose tetra,Petitella georgiae
PGL,1380110801,,Phenagoniates macrolepis
PID,1380110901,,Piabucus dentatus
POW,1380111101,Black morpho tetra,Poecilocharax weitzmani
POV,1380111201,,Poptella brevispina
PMF,1380111301,Glass bloodfin,Prionobrama filigera
PTX,1380111401,X-ray tetra,Pristella maxillaris
PYR,1380111501,Dragonfin tetra,Pseudocorynopoma doriae
RON,1380111601,,Rhoadsia altipinna
RXG,1380111701,,Roeboexodon guyanensis
REU,1380111801,,Roeboides caucae
SMS,1380111901,,Saccoderma melanostigma
STY,1380112001,Blind tetra,Stygichthys typhlops
TEA,1380112101,,Tetragonopterus argenteus
TYB,1380112201,Blackline penguinfish,Thayeria boehlkei
TPU,1380112301,,Triportheus angulatus
XEB,1380112401,,Xenagoniates bondi
CHA,13801XXXXX,Characins nei,Characidae
TXY,13801XXXXX001,"Tambacu, hybrid",P. mesopotamicus x C. macropomum
TXZ,13801XXXXX005,"Tambatinga, hybrid",C. macropomum x P. brachypomus
GCM,1380200101,Blackwing hatchetfish,Carnegiella marthae
GTS,1380200201,Giant hatchetfish,Thoracocharax securis
GGL,1380206301,Silver hatchetfish,Gasteropelecus levis
BOV,1380300101,,Boulengerella cuvieri
CNB,1380300301,,Ctenolucius beani
LPU,1380400401,,Leporellus vittatus
OIA,1380400501,,Anostomoides laticeps
CNH,1380400701,,Caenotropus labyrinthicus
COF,1380400801,,Chilodus fritillus
LMN,1380400910,,Laemolyta taeniata
ABQ,1380401001,,Abramites eques
LPC,1380401101,Banded leporinus,Leporinus fasciatus
LPD,1380401102,Threespot leporinus,Leporinus friderici
LPR,1380401103,,Leporinus granti
LPB,1380401104,,Leporinus obtusidens
LWU,1380401105,,Leporinus macrocephalus
LWW,1380401106,,Leporinus elongatus
LXZ,13804011XX,,Leporinus spp
SZO,1380401201,,Schizodon corti
SZF,1380401202,,Schizodon fasciatus
SXZ,13804012XX,,Schizodon spp
PDT,1380401505,Threespot headstander,Pseudanos trimaculatus
RYA,1380402006,,Rhytiodus argenteofuscus
STM,1380406801,Striped headstander,Anostomus anostomus
ARL,1380500101,,Argonectes longiceps
BVB,1380500201,,Bivibranchia bimaculata
EIM,1380500301,,Eigenmannina melanopogon
HDO,1380500601,,Hemiodus argenteus
HDG,1380500602,,Hemiodus gracilis
HZZ,13805006XX,,Hemiodus spp
SDD,1380500701,,Saccodon dariensis
IOA,1380501201,,Apareiodon affinis
PDO,1380505801,Pongo characin,Parodon pongoensis
AWZ,1380505901,,Anodus elongatus
CDG,1380600201,,Citharidium ansorgii
CND,1380600301,,Citharinops distichodoides
CNC,1380600601,,Citharinus citharus
CJG,1380600602,,Citharinus gibbosus
THU,1380600603,,Citharinus latus
CIV,13806006XX,Citharinus nei,Citharinus spp
EYR,1380801501,,Erythrinus erythrinus
HOA,1380801701,,Hoplias aimara
HWM,1380801702,,Hoplias microlepis
HWU,1380801703,Trahira,Hoplias malabaricus
HWL,1380801704,Giant trahira,Hoplias macrophthalmus
HWC,1380801705,,Hoplias lacerdae
HVW,13808017XX,,Hoplias spp
HPU,1380802601,Aimara,Hoplerythrinus unitaeniatus
HED,1381000101,Kafue pike,Hepsetus odoe
CGT,1381100101,Redspotted tetra,Copeina guttata
LCA,1381100201,Splash tetra,Copella arnoldi
LLT,1381100301,,Lebiasina astrigata
NNB,1381100401,Golden pencilfish,Nannostomus beckfordi
LPP,1381100501,,Piabucina panamensis
LPF,1381100601,,Pyrrhulina filamentosa
PLL,1381200115,Streaked prochilod,Prochilodus lineatus
PLR,1381200120,Netted prochilod,Prochilodus reticulatus
QPN,1381200130,Black prochilodus,Prochilodus nigricans
QMR,1381200131,,Prochilodus mariae
PRL,13812001XX,Prochilods nei,Prochilodus spp
ICH,1381200201,,Ichthyoelephas humeralis
CXD,1381200301,,Cyphocharax abramoides
PNL,1381200501,,Potamorhina laticeps
CTY,1381200601,,Curimatopsis crypticus
PSZ,1381200701,,Psectrogaster amazonica
PDB,1381200801,,Pseudocurimata boulengeri
SKI,1381200901,Kissing prochilodus,Semaprochilodus insignis
SSU,1381200902,Silver prochilodus,Semaprochilodus taeniurus
RWX,13812009XX,,Semaprochilodus spp
SCV,1381201001,,Steindachnerina varii
CUU,1381201401,,Curimata cyprinoides
AEB,1381300101,,Alestes baremoze
AED,1381300102,,Alestes dentex
AEA,1381300103,Stripped robber,Alestes lateralis
XAE,13813001XX,,Alestes spp
AEH,1381300201,,Alestopetersius brichardi
ADS,1381300301,Niger tetra,Arnoldichthys spilopterus
BTE,1381300401,,Bathyaethiops breuseghemi
BPA,1381300501,,Brachypetersius altus
BCE,1381300601,,Brycinus leuciscus
BCO,1381300602,Longfin tetra,Brycinus longipinnis
BCU,1381300603,,Brycinus luteus
BZC,1381300604,Nurse tetra,Brycinus nurse
BCC,1381300701,,Bryconaethiops boulengeri
CXO,1381300801,,Clupeocharax schoutedeni
DUB,1381300901,,Duboisialestes bifasciatus
HGB,1381301001,Barnard's robber,Hemigrammopetersius barnardi
HCF,1381301101,Elongate tigerfish,Hydrocynus forskahlii
HCV,1381301102,Tiger fish,Hydrocynus vittatus
LGR,1381301201,Sierra leone dwarf characin,Ladigesia roloffi
LPA,1381301301,Jellybean tetra,Lepidarchus adonis
MLC,1381301401,Sharptooth tetra,Micralestes acutidens
NNA,1381301501,,Nannopetersius ansorgii
PTN,1381301601,,Petersius conserialis
PGN,1381301701,,Phenacogrammus aurantiacus
RHB,1381301801,,Rhabdalestes brevidorsalis
TSC,1381301901,,Tricuspidalestes caeruleus
VJX,13813XXXXX,,Alestidae
CNW,1381400101,,Cynodon gibbus
HYT,1381400201,,Hydrolycus pectoralis
HWV,1381400202,Payara,Hydrolycus scomberoides
RPV,1381400301,Biara,Rhaphiodon vulpinus
ACF,1381500101,,Acestrorhynchus falcatus
AWF,1381500102,Pike characin,Acestrorhynchus microlepis
AZR,13815XXXXX,,Acestrorhynchidae
BEU,1381600101,,Belonophago hutsebouti
XES,1381600701,,Xenocharax spilurus
PHJ,1381600801,,Phago boulengeri
PHG,1381600901,,Paraphago rostratus
PDD,1381601101,,Paradistichodus dimidiatus
NLA,1381601201,,Neolebias ansorgii
CXG,1381601202,,Neolebias gossei
NXA,1381601301,,Nannocharax altus
NNU,1381601501,Oneline tetra,Nannaethiops unitaeniatus
MTB,1381601601,,Microstomatichthyoborus bashforddeani
MSO,1381601701,,Mesoborus crocodilus
IHB,1381601801,,Ichthyborus besse
HMT,1381601901,,Hemistichodus lootensi
HXA,1381602001,,Hemigrammocharax angolensis
EUT,1381602101,,Eugnathichthys eetveldii
DXB,1381602201,,Dundocharax bidentatus
DTM,1381602401,Spotted citharinid,Distichodus maculatus
DTN,1381602402,,Distichodus nefasch
DIU,1381602405,Silver distichodus,Distichodus affinis
DTX,1381602406,Sixbar distichodus,Distichodus sexfasciatus
DSE,13816024XX,Grass-eaters nei,Distichodus spp
RML,1390100101,,Rhamphichthys hahni
GYH,1390100201,,Gymnorhamphichthys hypostomus
OEE,1390300101,,Oedemognathus exodon
GYC,1390300301,Banded knifefish,Gymnotus carapo
EPE,1390400101,Electric eel,Electrophorus electricus
ADB,1390500101,,Adontosternarchus balaenops
AEF,1390500201,Black ghost,Apteronotus albifrons
AEY,1390500202,,Apteronotus leptorhynchus
MGD,1390500301,,Magosternarchus duccis
MDC,1390500401,,Megadontognathus cuyuniense
OSN,1390500501,,Orthosternarchus tamandua
PCT,1390500601,,Platyurosternarchus macrostomus
POQ,1390500701,,Porotergus compsus
SRV,1390500801,,Sternarchella curvioperculata
SCJ,1390500901,,Sternarchogiton cuchillejo
SML,1390501001,,Sternarchorhamphus muelleri
SYY,1390501101,,Sternarchorhynchus curvirostris
UBM,1390501201,,Ubidia magdalenensis
BHI,1390600101,,Brachyhypopomus beebei
HYR,1390600201,,Hypopomus artedi
HYU,1390600301,,Hypopygus lepturus
MIB,1390600401,,Microsternarchus bilineatus
RCF,1390600501,,Racenisia fimbriipinna
STD,1390600601,,Steatogenys duidae
ARX,1390700101,,Archolaemus blax
DYO,1390700201,,Distocyclus conirostris
EIH,1390700301,,Eigenmannia humboldtii
EIV,1390700302,Glass knifefish,Eigenmannia virescens
RLV,1390700401,,Rhabdolichops caviceps
SGT,1390700501,,Sternopygus astrabes
SGC,1390700502,Longtail knifefish,Sternopygus macrurus
YCL,1400100101,Blue sucker,Cycleptus elongatus
DEU,1400100201,Lost River sucker,Deltistes luxatus
ATC,1400100401,Longnose sucker,Catostomus catostomus
ATO,1400100402,White sucker,Catostomus commersoni
ATS,1400100403,Flannelmouth sucker,Catostomus latipinnis
ATU,1400100404,Largescale sucker,Catostomus macrocheilus
ATE,1400100405,Tahoe sucker,Catostomus tahoensis
MOG,1400100601,Gray redhorse,Moxostoma congestum
